,dataset,act,seed,dim_hidden,max_dist_prior,rmse_prior_mean,rmse_prior_var,rmse_test
0,concrete_relu,relu,0,125,3.067758116823056,1.1608284948844825,0.641645221834172,0.4388741422734024
1,concrete_relu,relu,0,250,3.1763205455399492,1.348598639597585,0.6245398187024013,0.4441539608494681
2,concrete_relu,relu,0,500,3.2945772317220166,1.4818816491850746,0.5879397702813023,0.46005906036832966
3,concrete_relu,relu,0,1000,3.328690860363147,1.4834913609590887,0.584945028729009,0.4780424945788542
4,concrete_relu,relu,0,2000,2.2836609811306623,0.9468822436759692,0.4967455764345625,0.48607912365257633
5,concrete_relu,relu,0,4000,3.771199745033119,1.787321520265289,0.4456216313645477,0.541833841478917
6,concrete_relu,relu,0,8000,2.3006392796996438,0.9366825776763332,0.3142463417633217,0.5551872055050387
7,concrete_relu,relu,0,16000,2.703199462213345,1.823649211230504,0.17753398501506917,0.6103635806889657
8,concrete_relu,relu,1,125,1.970884308112196,0.8824075553277377,0.6390115628359296,0.43399377625904767
9,concrete_relu,relu,1,250,2.3000511825826875,0.8891632019694463,0.6256003719256803,0.4420509524828895
10,concrete_relu,relu,1,500,2.495610987142407,1.0576671201974044,0.6493372252526044,0.45453626221535914
11,concrete_relu,relu,1,1000,2.1253822602691432,0.8521458103299031,0.5607893243042602,0.4684255818950263
12,concrete_relu,relu,1,2000,1.9750359666158763,0.7943666236410224,0.4995320852128066,0.4984533529245275
13,concrete_relu,relu,1,4000,2.476626399346801,0.8895875829180727,0.4639199036403288,0.5322758636385417
14,concrete_relu,relu,1,8000,2.093034351506885,0.916026161183899,0.32444702657861013,0.5552391368400135
15,concrete_relu,relu,1,16000,1.8866709814784812,0.9209223627596403,0.19885188789192348,0.5958514046838419
16,concrete_relu,relu,2,125,3.095242224383961,1.3036302940789875,0.6589911083517952,0.4331305023957642
17,concrete_relu,relu,2,250,3.057406526695853,1.2532182276691035,0.6702722180799384,0.43696672077321885
18,concrete_relu,relu,2,500,2.5906628275362356,1.4073959987304443,0.6032803666810571,0.44217969214729497
19,concrete_relu,relu,2,1000,2.654429046095198,0.8758623439709056,0.5809166045566446,0.4487368906725051
20,concrete_relu,relu,2,2000,2.269410975678411,0.9247103047479275,0.494584853721096,0.4618364405842228
21,concrete_relu,relu,2,4000,2.14953303939315,0.8126662086497317,0.4210839687632131,0.4834736415290428
22,concrete_relu,relu,2,8000,2.8978503775887203,1.662948741492988,0.23925138918283315,0.5030754726620712
23,concrete_relu,relu,2,16000,2.7296890426102745,1.7778359497164602,0.19657443627042118,0.5279966228004996
24,concrete_relu,relu,3,125,2.7234077812297692,1.0051166748259126,0.6732637507743775,0.4385013559240088
25,concrete_relu,relu,3,250,2.7386801896304855,1.1012247903030064,0.6909224468946825,0.4348328199979886
26,concrete_relu,relu,3,500,1.77477183705346,0.8001412954792151,0.624200887821,0.4717431244891978
27,concrete_relu,relu,3,1000,1.9213461848945408,0.7695851130026776,0.5804334825928965,0.4891293824115288
28,concrete_relu,relu,3,2000,1.7961058720529317,0.6999398150527676,0.531162593161134,0.5110745079243777
29,concrete_relu,relu,3,4000,2.309023757610649,0.9198943080327756,0.4248923089276656,0.5456064365416391
30,concrete_relu,relu,3,8000,2.3986754687965184,0.9364468735832842,0.3240602631408836,0.5613588387986607
31,concrete_relu,relu,3,16000,1.7475980051767237,0.8165987213757528,0.1687555369575965,0.592915716872696
32,concrete_relu,relu,4,125,2.415899057568132,1.017743734952638,0.6640592296429324,0.4037073795762821
33,concrete_relu,relu,4,250,2.446413007966385,0.931869917282674,0.5809192232623811,0.4175398495949247
34,concrete_relu,relu,4,500,2.936945544191183,1.2059129743579424,0.5892247515139141,0.42941091598393594
35,concrete_relu,relu,4,1000,2.4492809486352733,0.9067474848725215,0.5890264482424981,0.4223516622858999
36,concrete_relu,relu,4,2000,2.564091993018226,0.7109797675264791,0.5070876881735813,0.4527378923326893
37,concrete_relu,relu,4,4000,3.214076434293762,1.739207254525754,0.40147112476197583,0.5035632654557112
38,concrete_relu,relu,4,8000,3.067794037566801,1.6385250557596294,0.2775752025632818,0.5314447779104592
39,concrete_relu,relu,4,16000,2.1592282922688204,0.8945513550529087,0.19206204433962448,0.5411120428066034
