,dim_hidden,bound,error_mean_nngp
0,100.0,6.005592156061585,0.959371685748644
1,101109.09090909091,0.18886902259491076,0.959371685748644
2,202118.18181818182,0.1335836002894454,0.959371685748644
3,303127.2727272727,0.10907954797550865,0.959371685748644
4,404136.36363636365,0.09446955528299494,0.959371685748644
5,505145.4545454546,0.08449822982726402,0.959371685748644
6,606154.5454545454,0.0771372501119692,0.959371685748644
7,707163.6363636364,0.0714160581586173,0.959371685748644
8,808172.7272727273,0.06680419581225125,0.959371685748644
9,909181.8181818182,0.06298403279487284,0.959371685748644
10,1010190.9090909092,0.05975222856166191,0.959371685748644
11,1111200.0,0.056971770908327266,0.959371685748644
12,1212209.0909090908,0.0545465223779962,0.959371685748644
13,1313218.1818181819,0.052406769828178955,0.959371685748644
14,1414227.2727272727,0.050500564362156386,0.959371685748644
15,1515236.3636363638,0.04878829526528184,0.959371685748644
16,1616245.4545454546,0.047239161188486284,0.959371685748644
17,1717254.5454545454,0.04582880133759496,0.959371685748644
18,1818263.6363636365,0.0445376613757899,0.959371685748644
19,1919272.7272727273,0.04334983907373808,0.959371685748644
20,2020281.8181818184,0.0422522516700647,0.959371685748644
21,2121290.909090909,0.041234024082407714,0.959371685748644
22,2222300.0,0.0402860319188898,0.959371685748644
23,2323309.090909091,0.03940055503176649,0.959371685748644
24,2424318.1818181816,0.03857101134126511,0.959371685748644
25,2525327.272727273,0.03779174983691319,0.959371685748644
26,2626336.3636363638,0.03705788781080486,0.959371685748644
27,2727345.4545454546,0.03636518156987477,0.959371685748644
28,2828354.5454545454,0.03570992278190212,0.959371685748644
29,2929363.6363636362,0.03508885465750713,0.959371685748644
30,3030372.7272727275,0.034499103632642615,0.959371685748644
31,3131381.8181818184,0.03393812327394173,0.959371685748644
32,3232390.909090909,0.033403647903814546,0.959371685748644
33,3333400.0,0.03289365401561467,0.959371685748644
34,3434409.090909091,0.0324063279781527,0.959371685748644
35,3535418.181818182,0.03194003885282838,0.959371685748644
36,3636427.272727273,0.03149331539358914,0.959371685748644
37,3737436.3636363638,0.031064826489726964,0.959371685748644
38,3838445.4545454546,0.030653364458579788,0.959371685748644
39,3939454.5454545454,0.03025783070999222,0.959371685748644
40,4040463.6363636367,0.02987722339462666,0.959371685748644
41,4141472.7272727275,0.029510626719625108,0.959371685748644
42,4242481.818181818,0.02915720167198983,0.959371685748644
43,4343490.909090909,0.02881617793560888,0.959371685748644
44,4444500.0,0.028486846824557727,0.959371685748644
45,4545509.090909091,0.02816855508503975,0.959371685748644
46,4646518.181818182,0.02786069944253524,0.959371685748644
47,4747527.2727272725,0.027562721790533342,0.959371685748644
48,4848536.363636363,0.02727410493349988,0.959371685748644
49,4949545.454545455,0.026994368810174064,0.959371685748644
50,5050554.545454546,0.026723067134430355,0.959371685748644
51,5151563.636363637,0.02645978440021818,0.959371685748644
52,5252572.7272727275,0.0262041332048453,0.959371685748644
53,5353581.818181818,0.025955751851373447,0.959371685748644
54,5454590.909090909,0.02571430219637007,0.959371685748644
55,5555600.0,0.02547946771388429,0.959371685748644
56,5656609.090909091,0.0252509517504349,0.959371685748644
57,5757618.181818182,0.02502847594913044,0.959371685748644
58,5858627.2727272725,0.024811778823883402,0.959371685748644
59,5959636.363636364,0.02460061446711088,0.959371685748644
60,6060645.454545455,0.02439475137639926,0.959371685748644
61,6161654.545454546,0.02419397138740314,0.959371685748644
62,6262663.636363637,0.023998068701795307,0.959371685748644
63,6363672.7272727275,0.02380684900042109,0.959371685748644
64,6464681.818181818,0.023620128632968997,0.959371685748644
65,6565690.909090909,0.023437733876476068,0.959371685748644
66,6666700.0,0.02325950025586246,0.959371685748644
67,6767709.090909091,0.023085271920454724,0.959371685748644
68,6868718.181818182,0.02291490107112577,0.959371685748644
69,6969727.2727272725,0.022748247433265728,0.959371685748644
70,7070736.363636364,0.02258517777131245,0.959371685748644
71,7171745.454545455,0.02242556544102334,0.959371685748644
72,7272754.545454546,0.022269289976069192,0.959371685748644
73,7373763.636363637,0.022116236705883308,0.959371685748644
74,7474772.7272727275,0.021966296402011136,0.959371685748644
75,7575781.818181818,0.02181936495048198,0.959371685748644
76,7676790.909090909,0.021675343047969708,0.959371685748644
77,7777800.0,0.02153413591972775,0.959371685748644
78,7878809.090909091,0.021395653057477947,0.959371685748644
79,7979818.181818182,0.021259807975606098,0.959371685748644
80,8080827.272727273,0.02112651798417221,0.959371685748644
81,8181836.363636364,0.020995703977381812,0.959371685748644
82,8282845.454545455,0.02086729023628895,0.959371685748644
83,8383854.545454546,0.020741204244612985,0.959371685748644
84,8484863.636363637,0.02061737651665135,0.959371685748644
85,8585872.727272727,0.02049574043636049,0.959371685748644
86,8686881.818181818,0.020376232106758433,0.959371685748644
87,8787890.90909091,0.020258790208875575,0.959371685748644
88,8888900.0,0.02014335586954636,0.959371685748644
89,8989909.090909092,0.02002987253739436,0.959371685748644
90,9090918.181818182,0.019918285866417345,0.959371685748644
91,9191927.272727273,0.019808543606627947,0.959371685748644
92,9292936.363636363,0.019700595501250095,0.959371685748644
93,9393945.454545455,0.01959439319001171,0.959371685748644
94,9494954.545454545,0.019489890118111076,0.959371685748644
95,9595963.636363637,0.019387041450467535,0.959371685748644
96,9696972.727272727,0.019285803990897868,0.959371685748644
97,9797981.818181818,0.019186136105887364,0.959371685748644
98,9898990.90909091,0.019087997652650093,0.959371685748644
99,10000000.0,0.018991349911196,0.959371685748644
